"Time","Cloudflare (prom_tmp)","In-app"
1777843500000,undefined,10.90889256919583
1777843560000,undefined,10.908892565589717
1777843620000,undefined,10.958347114650376
1777843680000,undefined,6.54517687248617
1777843740000,undefined,100.3618116034254
1777843800000,undefined,94.90014630230836
1777843860000,undefined,676.9756206705333
1777843920000,undefined,106.90179225769322
1777843980000,undefined,101.450856332497
1777844040000,undefined,5.454247950111812
1777844100000,undefined,5.454148789178968
1777844160000,undefined,5.4544462827948585
1777844220000,undefined,5.454247950111812
1777844280000,undefined,22.90847605505536
1777844340000,undefined,77.45313721568698
1777844400000,undefined,5.4544462827948585
1777844460000,undefined,763.2495893405815
1777844520000,undefined,8.727114052471773
1777844580000,undefined,5.4544462827948585
1777844640000,undefined,5.454247950111812
1777844700000,undefined,5.454347114650377
1777844760000,undefined,101.45270085998436
1777844820000,undefined,5.453950478129659
1777844880000,undefined,5.454347114650377
1777844940000,undefined,5.4544462827948585
1777845000000,undefined,5.4544462827948585
1777845060000,undefined,631.679914188059
1777845120000,undefined,8.727114052471773
1777845180000,undefined,5.453950478129659
1777845240000,undefined,5.454247950111812
1777845300000,undefined,5.454148789178968
1777845360000,undefined,5.454347114650377
1777845420000,undefined,5.453752181500873
1777845480000,undefined,164.72427774040472
1777845540000,undefined,5.454148789178968
1777845600000,undefined,102.54275713441885
1777845660000,undefined,685.9811661815529
1777845720000,undefined,58.90801985418447
1777845780000,undefined,5.454148789178968
1777845840000,undefined,5.453950478129659
1777845900000,undefined,5.454347114650377
1777845960000,undefined,5.4544462827948585
1777846020000,undefined,5.4540496318516505
1777846080000,undefined,5.4544462827948585
1777846140000,undefined,22.90742491455167
1777846200000,undefined,62.17729619664024
1777846260000,undefined,715.7718485634663
1777846320000,undefined,104.72536862966128
1777846380000,undefined,5.454347114650377
1777846440000,undefined,140.9694685050171
1777846500000,undefined,103.63293235437573
1777846560000,undefined,176.72265137490177
1777846620000,undefined,10.908892565589717
1777846680000,undefined,10.908793397445235
1777846740000,undefined,235.62351195103813
1777846800000,14,10.908991737340312
1777846860000,780,777.6186699838032
1777846920000,6,5.454347114650377
1777846980000,0,5.4544462827948585
1777847040000,1.1666666666666667,5.45404963185165
1777847100000,1.1666666666666667,5.454247950111812
1777847160000,0,5.454247950111812
1777847220000,0,5.454347114650377
1777847280000,9.333333333333334,22.908674387738404
1777847340000,299.83333333333337,279.2574950457248
1777847400000,401,5.454148789178968
1777847460000,1124.6666666666667,715.5214078513497
1777847520000,0,5.454247950111812
1777847580000,4,5.454247950111812
1777847640000,4,14.181560335266632
1777847700000,0,5.4544462827948585
1777847760000,0,5.454148789178968
1777847820000,2,5.4540496318516505
1777847880000,0,5.454347114650377
1777847940000,undefined,5.4544462827948585
1777848000000,0,5.4544462827948585
1777848060000,300,672.0778257115255
1777848120000,77,62.17842663127466
1777848180000,0,5.4544462827948585
1777848240000,0,5.454347114650377
1777848300000,6,5.454247950111812
1777848360000,121.5,94.90673065604479
1777848420000,0,5.4544462827948585
1777848480000,2,5.454347114650377
1777848540000,0,5.454148789178969
1777848600000,0,5.454247950111812
1777848660000,910,645.3472014654013
1777848720000,2,5.4544462827948585
1777848780000,0,5.454247950111812
1777848840000,0,5.454247950111812
1777848900000,3253,2629.828770063254
1777848960000,4,10.908991737340312
1777849020000,4,10.908595086397106
1777849080000,0,10.908892565589717
1777849140000,132,102.54495872276073
1777849200000,2811,1910.7448385177101
1777849260000,2725.5,2149.422398247766
1777849320000,14,64.36236696883485
1777849380000,7,5.454347114650377
1777849440000,7,5.454148789178969
1777849500000,58,78.54053586317758
1777849560000,6,5.4544462827948585
1777849620000,24,22.907940555008174
1777849680000,62,76.36085960510528
1777849740000,0,5.4544462827948585
1777849800000,6,5.454347114650377
1777849860000,462,500.96883204247115
1777849920000,0,5.453950478129659
1777849980000,70,78.54402647224596
1777850040000,0,5.454347114650377
1777850100000,0,5.454347114650377
1777850160000,0,5.454347114650377
1777850220000,0,5.4544462827948585
1777850280000,0,5.4544462827948585
1777850340000,6,5.4544462827948585
1777850400000,undefined,5.4544462827948585
1777850460000,1026,654.0069272805664
1777850520000,0,5.454347114650377
1777850580000,0,5.4544462827948585
1777850640000,12,22.90847605505536
1777850700000,78.5,78.53736285754127
1777850760000,54,75.26999018217519
1777850820000,0,5.4544462827948585
1777850880000,undefined,5.454247950111812
1777850940000,6,5.454247950111812
1777851000000,undefined,25.09045290085635
1777851060000,undefined,771.7799483624108
1777851120000,undefined,5.454247950111812
1777851180000,undefined,115.63279350671266
1777851240000,undefined,116.72338525883819
1777851300000,undefined,126.53426876240572
1777851360000,undefined,5.454347114650377
1777851420000,undefined,5.454247950111812
1777851480000,undefined,5.454247950111812
1777851540000,undefined,5.454148789178969
1777851600000,0,5.4544462827948585
1777851660000,474,932.1008417600927
1777851720000,undefined,5.454347114650377
1777851780000,2,14.181084345481208
1777851840000,36,171.26905794824603
1777851900000,0,5.454148789178969
1777851960000,7,5.454347114650377
1777852020000,0,5.4544462827948585
1777852080000,155.5,121.08210311977311
1777852140000,0,5.4544462827948585
1777852200000,undefined,368.4960479501118
1777852260000,undefined,857.647058502911
1777852320000,undefined,10.908991737340312
1777852380000,undefined,10.908991737340312
1777852440000,undefined,10.90889256919583
1777852500000,undefined,10.908892565589717
1777852560000,undefined,173.96739572880495
1777852620000,undefined,5.4544462827948585
1777852680000,undefined,5.454148789178969
1777852740000,undefined,5.4544462827948585
1777852800000,undefined,94.90736532063053
1777852860000,undefined,675.6753410544051
1777852920000,86.5,65.44978547014762
1777852980000,84.5,61.08868768408421
1777853040000,0,5.454347114650377
1777853100000,64,93.81508771004881
1777853160000,undefined,5.454148789178969
1777853220000,7,5.4544462827948585
1777853280000,22,25.09015540724046
1777853340000,128.5,97.08914383374847
1777853400000,0,5.454148789178969
1777853460000,1652,821.3557390708892
1777853520000,undefined,6.54533553935383
1777853580000,undefined,5.454247950111812
1777853640000,undefined,5.454247950111812
1777853700000,undefined,5.454148789178969
1777853760000,undefined,79.62605099448265
1777853820000,undefined,5.454247950111812
1777853880000,undefined,5.4544462827948585
1777853940000,undefined,5.454347114650377
1777854000000,undefined,5.4544462827948585
1777854060000,undefined,668.4747904964462
1777854120000,undefined,104.72717355552213
1777854180000,undefined,10.908495932675113
1777854240000,undefined,10.908991737340312
1777854300000,undefined,169.0825591172716
1777854360000,undefined,182.17414287247834
1777854420000,undefined,102.54329262292745
1777854480000,undefined,11.378247950111813
1777854540000,undefined,5.4544462827948585
1777854600000,undefined,5.454247950111812
1777854660000,undefined,721.9917864609712
1777854720000,undefined,5.4544462827948585
1777854780000,undefined,5.454347114650377
1777854840000,undefined,5.4532565030083795
1777854900000,undefined,5.4544462827948585
1777854960000,undefined,5.4544462827948585
1777855020000,undefined,5.4544462827948585
1777855080000,undefined,5.454247950111812
1777855140000,undefined,22.908039723152655
1777855200000,0,62.17842663127466
1777855260000,1251.5,691.307522060205
1777855320000,2,5.454148789178969
1777855380000,0,5.454347114650377
1777855440000,0,5.4544462827948585
1777855500000,6,5.454247950111812
1777855560000,0,5.454148789178969
1777855620000,0,5.4544462827948585
1777855680000,0,5.45404963185165
1777855740000,0,22.908357049676063
1777855800000,110.5,95.99674722139338
1777855860000,506,689.3823011818404
1777855920000,0,5.454247950111812
1777855980000,0,5.454148789178969
1777856040000,0,5.454347114650377
1777856100000,0,5.4544462827948585
1777856160000,10,17.4535934403578
1777856220000,46,76.35695265497414
1777856280000,4,14.181262841650742
1777856340000,0,5.454347114650377
1777856400000,7,5.454148789178969
1777856460000,286,877.6083622625804
1777856520000,0,5.454247950111812
1777856580000,50,79.62975924346662
1777856640000,0,5.4544462827948585
1777856700000,7,5.4544462827948585
1777856760000,2,5.454247950111812
1777856820000,6,5.4544462827948585
1777856880000,0,5.4544462827948585
1777856940000,10,18.54491902881947
1777857000000,undefined,70.90780167633315
1777857060000,undefined,823.2347208405733
1777857120000,undefined,5.4544462827948585
1777857180000,undefined,5.454347114650377
1777857240000,undefined,5.454347114650377
1777857300000,undefined,5.4544462827948585
1777857360000,undefined,5.4544462827948585
1777857420000,undefined,7.635927302296912
1777857480000,undefined,62.17955710701429
1777857540000,undefined,5.454148789178969
1777857600000,undefined,5.45404963185165
1777857660000,undefined,652.0366887268716
1777857720000,undefined,5.4544462827948585
1777857780000,undefined,5.454247950111812
1777857840000,undefined,5.454148789178969
1777857900000,undefined,5.453950478129659
1777857960000,undefined,5.4544462827948585
1777858020000,undefined,5.454347114650377
1777858080000,undefined,5.454148789178969
1777858140000,undefined,5.454247950111812
1777858200000,undefined,5.454347114650377
1777858260000,undefined,611.7593104994606
1777858320000,undefined,98.20033619486878
1777858380000,undefined,10.908991737340312
1777858440000,undefined,29.45285965017468
1777858500000,undefined,143.99627118256606
1777858560000,undefined,10.90889256919583
1777858620000,undefined,11.453966321191787
1777858680000,undefined,5.4544462827948585
1777858740000,undefined,5.454247950111812
1777858800000,undefined,5.4544462827948585
1777858860000,undefined,391.9017924779861
1777858920000,undefined,5.4544462827948585
1777858980000,undefined,5.45404963185165
1777859040000,undefined,5.454347114650377
1777859100000,undefined,5.454247950111812
1777859160000,undefined,79.62993772665516
1777859220000,0,5.4544462827948585
1777859280000,12.5,22.908376894122515
1777859340000,48,77.45172902803534
1777859400000,4,5.454247950111812
1777859460000,252,773.7132535627927
1777859520000,14,22.908277736795196
1777859580000,71,62.17842663127466
1777859640000,0,5.4544462827948585
1777859700000,7,5.454247950111812
1777859760000,undefined,5.454148789178969
1777859820000,undefined,5.4544462827948585
1777859880000,undefined,9.817527323571952
1777859940000,undefined,77.45313721568698
1777860000000,undefined,5.454247950111812
1777860060000,794,817.6251583246975
1777860120000,6,5.4544462827948585
1777860180000,19,9.817606665298586
1777860240000,50,62.18068762386138
1777860300000,0,5.4544462827948585
1777860360000,0,5.4544462827948585
1777860420000,98,94.90500515340806
1777860480000,0,5.45404963185165
1777860540000,4,5.4544462827948585
1777860600000,0,5.454148789178969
1777860660000,1018,650.2347208405735
1777860720000,82,79.63378521195783
1777860780000,86,94.90314091128491
1777860840000,0,5.454247950111812
1777860900000,0,5.4544462827948585
1777860960000,undefined,5.454347114650377
1777861020000,undefined,5.4544462827948585
1777861080000,48,117.81032781796279
1777861140000,0,5.4544462827948585
1777861200000,undefined,5.4544462827948585
1777861260000,undefined,743.3763708126743
1777861320000,undefined,177.80854273005977
1777861380000,undefined,5.4544462827948585
1777861440000,undefined,5.454247950111812
1777861500000,undefined,5.4544462827948585
1777861560000,undefined,5.453851328012798
1777861620000,undefined,5.454347114650377
1777861680000,undefined,5.4544462827948585
1777861740000,undefined,25.0902545681733
1777861800000,6,95.99650921784664
1777861860000,1286,728.0168057041739
1777861920000,0,5.45404963185165
1777861980000,0,5.4544462827948585
1777862040000,0,5.4544462827948585
1777862100000,0,5.4544462827948585
1777862160000,4,5.4544462827948585
1777862220000,4,5.4544462827948585
1777862280000,8,22.906988644665283
1777862340000,72,62.17842663127466
1777862400000,0,5.4544462827948585
1777862460000,586,745.8354987091379
1777862520000,153,125.45099517511025
1777862580000,0,5.454347114650377
1777862640000,undefined,5.4544462827948585
1777862700000,0,5.4544462827948585
1777862760000,0,5.454247950111812
1777862820000,22,104.72001373159443
1777862880000,144,127.63277373438142
1777862940000,2,5.454148789178969
1777863000000,76,146.17951739720434
1777863060000,1104,691.2643863093723
1777863120000,0,5.4544462827948585
1777863180000,0,5.4544462827948585
1777863240000,0,5.454247950111812
1777863300000,undefined,5.454347114650377
1777863360000,0,5.4544462827948585
1777863420000,0,5.4544462827948585
1777863480000,20,40.361672861775205
1777863540000,196,138.54079374577398
1777863600000,undefined,5.4544462827948585
1777863660000,undefined,834.0146653758045
1777863720000,undefined,6.54533553935383
1777863780000,undefined,5.4544462827948585
1777863840000,undefined,79.6326547362182
1777863900000,undefined,5.454347114650377
1777863960000,undefined,5.454049631851651
1777864020000,undefined,5.4544462827948585
1777864080000,0,5.454347114650377
1777864140000,0,5.454148789178969
1777864200000,128,141.81223188094296
1777864260000,823.5,733.8846436038282
1777864320000,7,5.454347114650377
1777864380000,0,5.454247950111812
1777864440000,0,5.454347114650377
1777864500000,2,5.4544462827948585
1777864560000,undefined,5.454347114650377
1777864620000,4,5.454049631851651
1777864680000,undefined,5.4544462827948585
1777864740000,undefined,5.454247950111812
1777864800000,undefined,5.454347114650377
1777864860000,393,662.7712140415761
1777864920000,0,5.454347114650377
1777864980000,4,5.454148789178969
1777865040000,4,5.4544462827948585
1777865100000,163.5,148.36093889202013
1777865160000,0,5.454247950111812
1777865220000,0,5.454347114650377
1777865280000,4,5.4544462827948585
1777865340000,undefined,14.181243002973758
1777865400000,0,5.4544462827948585
1777865460000,124,401.529132803646
1777865520000,0,5.454148789178969
1777865580000,0,5.454148789178969
1777865640000,13,22.907722408167558
1777865700000,67,62.17955710701429
1777865760000,0,5.4544462827948585
1777865820000,0,5.454247950111812
1777865880000,0,5.454347114650377
1777865940000,undefined,5.4544462827948585
1777866000000,undefined,22.90774222953677
1777866060000,undefined,764.776695946455
1777866120000,undefined,5.454247950111812
1777866180000,undefined,5.454347114650377
1777866240000,undefined,5.454347114650377
1777866300000,undefined,5.4544462827948585
1777866360000,undefined,5.45404963185165
1777866420000,undefined,22.907722408167558
1777866480000,undefined,62.17729619664024
1777866540000,undefined,5.454347114650377
1777866600000,undefined,5.454148789178969
1777866660000,undefined,734.334826025103
1777866720000,undefined,5.453653038593684
1777866780000,undefined,5.454347114650377
1777866840000,undefined,5.454347114650377
1777866900000,undefined,5.453950478129659
1777866960000,undefined,5.454247950111812
1777867020000,undefined,22.907742229536765
1777867080000,10,62.17842663127466
1777867140000,0,5.454148789178969
1777867200000,undefined,5.454148789178969
1777867260000,302,709.0009744411573
1777867320000,0,5.453851328012799
1777867380000,2,5.4544462827948585
1777867440000,28,35.99950417730619
1777867500000,131,98.17551118734593
1777867560000,78,137.4378466812779
1777867620000,0,5.4544462827948585
1777867680000,0,5.453950478129659
1777867740000,0,5.454247950111812
1777867800000,0,5.454148789178969
1777867860000,1490,818.754900942269
1777867920000,22,93.81417548860095
1777867980000,122,77.45313721568698
1777868040000,undefined,117.81282673837272
1777868100000,undefined,5.454148789178969
1777868160000,undefined,5.45404963185165
1777868220000,undefined,5.454247950111812
1777868280000,undefined,5.4544462827948585
1777868340000,undefined,5.4544462827948585
1777868400000,undefined,5.454347114650377
1777868460000,undefined,784.872998709138
1777868520000,undefined,6.54533553935383
1777868580000,undefined,5.454148789178969
1777868640000,undefined,5.454148789178969
1777868700000,undefined,5.45404963185165
1777868760000,undefined,5.4544462827948585
1777868820000,undefined,5.4544462827948585
1777868880000,undefined,5.454148789178969
1777868940000,undefined,5.454347114650377
1777869000000,0,5.454247950111812
1777869060000,100,683.3331177567569
1777869120000,0,5.454347114650377
1777869180000,0,5.4544462827948585
1777869240000,4,5.454247950111812
1777869300000,0,22.907543918487455
1777869360000,30,61.0875770412523
1777869420000,0,5.454347114650377
1777869480000,2,5.454347114650377
1777869540000,22,14.181560335266632
1777869600000,undefined,5.45404963185165
1777869660000,undefined,400.15296261954114
1777869720000,undefined,5.4544462827948585
1777869780000,undefined,5.454148789178969
1777869840000,undefined,5.454148789178969
1777869900000,undefined,5.4544462827948585
1777869960000,undefined,5.454148789178969
1777870020000,undefined,5.454247950111812
1777870080000,undefined,79.63301187350234
1777870140000,undefined,5.454148789178969
1777870200000,undefined,5.454148789178969
1777870260000,undefined,694.7539521368143
1777870320000,undefined,5.4544462827948585
1777870380000,undefined,5.4544462827948585
1777870440000,undefined,5.453752181500873
1777870500000,undefined,5.454049631851651
1777870560000,undefined,5.454347114650377
1777870620000,undefined,5.454148789178969
1777870680000,undefined,5.454347114650377
1777870740000,undefined,5.4544462827948585
1777870800000,undefined,5.4544462827948585
1777870860000,undefined,537.1747839649668
1777870920000,undefined,5.4544462827948585
1777870980000,undefined,5.4544462827948585
1777871040000,undefined,5.4544462827948585
1777871100000,undefined,5.4544462827948585
1777871160000,undefined,5.454148789178969
1777871220000,undefined,5.454148789178969
1777871280000,undefined,5.4544462827948585
1777871340000,undefined,22.907405104720137
1777871400000,undefined,66.53970299138886
1777871460000,undefined,450.15070166805975
1777871520000,undefined,9.817170359355973
1777871580000,undefined,9.817408332615539
1777871640000,undefined,5.4544462827948585
1777871700000,undefined,37.08983807206182
1777871760000,undefined,90.53886990037088
1777871820000,undefined,9.817606665298584
1777871880000,undefined,5.45404963185165
1777871940000,undefined,9.817904140886263
1777872000000,undefined,5.454049631851651
1777872060000,undefined,878.6734364426504
1777872120000,undefined,6.54533553935383
1777872180000,undefined,5.454247950111812
1777872240000,undefined,135.26118447930958
1777872300000,undefined,5.454049631851651
1777872360000,undefined,5.4544462827948585
1777872420000,undefined,117.8156827030488
1777872480000,undefined,5.4544462827948585
1777872540000,undefined,5.4544462827948585
1777872600000,2,5.454247950111812
1777872660000,498,717.8737959528745
1777872720000,0,7.636224795912801
1777872780000,0,5.453950478129659
1777872840000,2,5.454148789178969
1777872900000,0,5.4544462827948585
1777872960000,102,88.3583408193337
1777873020000,16,18.544185256661777
1777873080000,44,68.72602316321522
1777873140000,undefined,5.454347114650377
1777873200000,undefined,98.18003309030745
1777873260000,undefined,694.9226258113194
1777873320000,undefined,7.636085960510527
1777873380000,undefined,5.45404963185165
1777873440000,undefined,5.454247950111812
1777873500000,undefined,5.454148789178969
1777873560000,undefined,22.907107611104244
1777873620000,undefined,62.18068762386138
1777873680000,undefined,5.4544462827948585
1777873740000,undefined,5.453157378121933
1777873800000,undefined,5.454247950111812
1777873860000,undefined,774.5485934887765
1777873920000,undefined,79.63269460466418
1777873980000,undefined,22.908376894122515
1777874040000,undefined,77.45313721568698
1777874100000,undefined,5.45404963185165
1777874160000,undefined,5.4544462827948585
1777874220000,undefined,5.4544462827948585
1777874280000,undefined,104.72290928996729
1777874340000,undefined,5.454247950111812
1777874400000,undefined,118.9026053124375
1777874460000,undefined,769.8846436038283
1777874520000,undefined,79.63459839074258
1777874580000,undefined,5.454148789178969
1777874640000,undefined,5.4544462827948585
1777874700000,undefined,5.454347114650377
1777874760000,undefined,5.453653038593684
1777874820000,undefined,5.454347114650377
1777874880000,undefined,5.454148789178969
1777874940000,undefined,22.90803972315266
1777875000000,0,77.45313721568698
1777875060000,736,705.7991887268716
1777875120000,2,6.544978547014763
1777875180000,6,5.4535538992910375
1777875240000,4,5.4544462827948585
1777875300000,0,5.454148789178969
1777875360000,0,5.454148789178969
1777875420000,4,5.454247950111812
1777875480000,18,22.908357049676063
1777875540000,54,62.17955710701429
1777875600000,8,5.4544462827948585
1777875660000,undefined,545.5176420680084
1777875720000,undefined,5.454347114650377
1777875780000,0,5.4544462827948585
1777875840000,0,5.454148789178969
1777875900000,undefined,5.454148789178969
1777875960000,0,5.4544462827948585
1777876020000,10,22.906473038819925
1777876080000,48,64.35907470975819
1777876140000,7,5.454049631851651
1777876200000,0,5.453950478129659
1777876260000,454,696.3366887268717
1777876320000,6,5.454247950111812
1777876380000,undefined,5.454347114650377
1777876440000,undefined,5.454347114650377
1777876500000,undefined,5.454247950111812
1777876560000,undefined,5.454148789178969
1777876620000,undefined,5.45404963185165
1777876680000,undefined,79.63428106421918
1777876740000,undefined,5.4544462827948585
1777876800000,undefined,93.81615872600922
1777876860000,undefined,717.9120824177824
1777876920000,undefined,5.454148789178969
1777876980000,undefined,5.454247950111812
1777877040000,undefined,78.53847345999573
1777877100000,undefined,5.454148789178969
1777877160000,undefined,5.4544462827948585
1777877220000,undefined,5.4544462827948585
1777877280000,undefined,5.4544462827948585
1777877340000,undefined,5.454148789178969
1777877400000,undefined,5.454347114650377
1777877460000,undefined,597.1676420680084
1777877520000,undefined,79.63315054737208
1777877580000,undefined,22.9086743877384
1777877640000,undefined,77.45313721568698
1777877700000,undefined,5.4544462827948585
1777877760000,undefined,20.726697541937416
1777877820000,undefined,89.44641396236705
1777877880000,undefined,5.454148789178969
1777877940000,undefined,5.453950478129659
1777878000000,undefined,5.454247950111812
1777878060000,undefined,652.9608726104117
1777878120000,undefined,5.454347114650377
1777878180000,undefined,5.454148789178969
1777878240000,undefined,5.454247950111812
1777878300000,undefined,5.454247950111812
1777878360000,undefined,5.454347114650377
1777878420000,undefined,79.6271812647186
1777878480000,undefined,5.4544462827948585
1777878540000,undefined,5.454347114650377
1777878600000,undefined,5.454148789178969
1777878660000,undefined,579.1497866899368
1777878720000,undefined,22.907841390469613
1777878780000,undefined,197.44623554837477
1777878840000,undefined,95.9982545771895
1777878900000,undefined,27.27044647751841
1777878960000,undefined,116.72515045180997
1777879020000,undefined,5.453950478129659
1777879080000,undefined,5.4544462827948585
1777879140000,undefined,5.454247950111812
1777879200000,undefined,5.454148789178969
1777879260000,undefined,822.8222452099858
1777879320000,undefined,5.454148789178969
1777879380000,undefined,70.90619516393149
1777879440000,undefined,5.454347114650377
1777879500000,undefined,5.454247950111812
1777879560000,undefined,14.18140166623546
1777879620000,undefined,5.454545454545454
1777879680000,undefined,5.4544462827948585
1777879740000,0,5.4544462827948585
1777879800000,6,5.454049631851651
1777879860000,558,603.0224030125859
1777879920000,0,5.4544462827948585
1777879980000,0,5.454148789178969
1777880040000,60,79.62817278391161
1777880100000,0,5.454247950111812
1777880160000,6,5.454347114650377
1777880220000,89.5,94.90813889490325
1777880280000,34,25.089738903197386
1777880340000,undefined,97.08914383374847
1777880400000,undefined,22.907524075484513
1777880460000,undefined,721.6671721369311
1777880520000,4,5.4544462827948585
1777880580000,28,79.63396374923408
1777880640000,7,5.454347114650377
1777880700000,0,5.454247950111812
1777880760000,0,5.454347114650377
1777880820000,62,79.62912462503411
1777880880000,7,5.454247950111812
1777880940000,6,5.454347114650377
1777881000000,0,5.4544462827948585
1777881060000,1262,730.2049009422692
1777881120000,undefined,5.454347114650377
1777881180000,undefined,5.454347114650377
1777881240000,undefined,5.453950478129659
1777881300000,undefined,5.454347114650377
1777881360000,undefined,5.454148789178969
1777881420000,undefined,107.99430774489693
1777881480000,undefined,106.90294250720642
1777881540000,undefined,5.454148789178969
1777881600000,undefined,5.454347114650377
1777881660000,undefined,629.4918249913642
1777881720000,undefined,5.453950478129659
1777881780000,undefined,17.4530579792526
1777881840000,undefined,5.4544462827948585
1777881900000,undefined,89.45129268026616
1777881960000,undefined,97.08807285673127
1777882020000,undefined,98.18003309030745
1777882080000,undefined,5.454347114650377
1777882140000,undefined,5.454247950111812
1777882200000,undefined,5.454347114650377
1777882260000,undefined,693.3275779834307
1777882320000,undefined,79.63332915387629
1777882380000,undefined,5.454247950111812
1777882440000,undefined,94.90704798256819
1777882500000,undefined,5.4544462827948585
1777882560000,undefined,5.4544462827948585
1777882620000,undefined,5.454148789178969
1777882680000,undefined,5.4544462827948585
1777882740000,undefined,101.45240337718525
1777882800000,0,5.453950478129659
1777882860000,440,739.9463742572248
1777882920000,0,5.454247950111812
1777882980000,2,5.454247950111812
1777883040000,7,5.4544462827948585
1777883100000,0,5.454347114650377
1777883160000,6,5.4544462827948585
1777883220000,0,5.454148789178969
1777883280000,0,5.454148789178969
1777883340000,10,26.18011251353046
1777883400000,183,162.53658891333203
1777883460000,794,735.7722014654013
1777883520000,0,5.454247950111812
1777883580000,4,5.454347114650377
1777883640000,0,5.4544462827948585
1777883700000,83.5,79.6326547362182
1777883760000,0,5.4544462827948585
1777883820000,26,42.543034849939296
1777883880000,99.5,104.7196567522362
1777883940000,4,27.26975242670157
1777884000000,90,116.71878408842994
1777884060000,651,713.9966256024783
1777884120000,0,5.454247950111812
1777884180000,0,5.454148789178969
1777884240000,0,5.454347114650377
1777884300000,92,79.63491572880493
1777884360000,7,5.4544462827948585
1777884420000,4,14.180767047802313
1777884480000,2,5.4544462827948585
1777884540000,6,5.453950478129659
1777884600000,0,5.4544462827948585
1777884660000,160,650.4653775833704
1777884720000,0,5.454148789178969
1777884780000,2,5.454148789178969
1777884840000,0,94.90296242160264
1777884900000,0,5.4544462827948585
1777884960000,0,5.454347114650377
1777885020000,0,5.454347114650377
1777885080000,17,25.09045290085635
1777885140000,140,98.17289337332969
1777885200000,6,5.4544462827948585
1777885260000,780.5,667.9057390708892
1777885320000,4,6.5448595582219795
1777885380000,undefined,5.4544462827948585
1777885440000,undefined,22.907305936575654
1777885500000,undefined,250.89500955899166
1777885560000,undefined,76.35530669381522
1777885620000,undefined,5.454347114650377
