"Time","get","get_range","head","list","put"
1777641660000,0,0,0,0.0666662962983539,0.011111049383058983
1777641720000,0,0,0,0.06666666666666665,0.01111111111111111
1777641780000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777641840000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777641900000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777641960000,0,0,0,0.016666666666666663,0
1777642020000,0,0,0,0.016666666666666663,0
1777642080000,0,0,0,0.016666574074588474,0
1777642140000,0,0,0,0.016666574074588474,0
1777642200000,0,0,0,0.016666574074588474,0
1777642260000,0,0,0,0.016666481483539074,0
1777642320000,0,0,0,0.016666481483539074,0
1777642380000,0,0,0,0.027777314822530742,0
1777642440000,0,0.005555524691529492,0,0.02777762345764746,0
1777642500000,0.005555524691529492,0.011111049383058983,0,0.07777734568141288,0.011111049383058983
1777642560000,0.005555555555555555,0.01111111111111111,0,0.06666666666666665,0.01111111111111111
1777642620000,0.005555555555555555,0.005555555555555555,0,0.06666666666666665,0.01111111111111111
1777642680000,0,0,0,0.016666666666666663,0
1777642740000,0,0,0,0.06666666666666665,0.01111111111111111
1777642800000,0,0,0,0.06666666666666665,0.01111111111111111
1777642860000,0,0,0,0.06666666666666665,0.01111111111111111
1777642920000,0,0,0,0.06666666666666665,0.01111111111111111
1777642980000,0.0055554938278463565,0.0055554938278463565,0,0.07777691358984899,0.011110987655692713
1777643040000,0.0055554938278463565,0.0055554938278463565,0,0.07777691358984899,0.011110987655692713
1777643100000,0.0055554938278463565,0.0055554938278463565,0,0.02777746913923178,0
1777643160000,0,0,0,0.016666574074588474,0
1777643220000,0,0,0,0.016666574074588474,0
1777643280000,0,0,0,0.0666662962983539,0.011111049383058983
1777643340000,0,0,0,0.06666666666666665,0.01111111111111111
1777643400000,0,0,0,0.06666666666666665,0.01111111111111111
1777643460000,0,0,0,0.016666666666666663,0
1777643520000,0,0,0,0.016666666666666663,0
1777643580000,0.005555493827846357,0.005555493827846357,0,0.027777469139231785,0
1777643640000,0.005555493827846357,0.005555493827846357,0,0.027777469139231785,0
1777643700000,0.005555493827846357,0.005555493827846357,0,0.027777469139231785,0
1777643760000,0,0,0,0.01666648148353907,0
1777643820000,0,0,0,0.01666648148353907,0
1777643880000,0,0,0,0.01666648148353907,0
1777643940000,0,0,0,0.016666574074588474,0
1777644000000,0,0,0,0.016666574074588474,0
1777644060000,0,0,0,0.03333314814917695,0
1777644120000,0,0,0,0.027777777777777776,0
1777644180000,90.48888888888888,90.47222222222221,0.005555555555555555,0.03888888888888888,0.005555555555555555
1777644240000,90.48888888888888,90.47222222222221,0.005555555555555555,0.1111111111111111,0.02222222222222222
1777644300000,90.48888888888888,90.47222222222221,0.005555555555555555,0.11666666666666665,0.02222222222222222
1777644360000,0,0,0,0.10555555555555554,0.016666666666666663
1777644420000,0,0,0,0.016666666666666663,0
1777644480000,0,0,0,0.016666574074588474,0
1777644540000,0,0,0,0.016666388893518444,0
1777644600000,0,0,0,0.016666388893518444,0
1777644660000,0,0,0,0.016666481483539074,0
1777644720000,0,0,0,0.016666574074588474,0
1777644780000,0,0,0,0.016666574074588474,0
1777644840000,0,0,0,0.016666574074588474,0
1777644900000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777644960000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777645020000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777645080000,0,0,0,0.016666666666666663,0
1777645140000,0,0,0,0.016666666666666663,0
1777645200000,0,0,0,0.016666666666666663,0
1777645260000,0,0,0,0.016666666666666663,0
1777645320000,0,0,0,0.06666666666666665,0.01111111111111111
1777645380000,0,0,0,0.06666666666666665,0.01111111111111111
1777645440000,0,0,0,0.0666662962983539,0.011111049383058983
1777645500000,0,0,0,0.02777762345764746,0
1777645560000,0.005555524691529492,0.005555524691529492,0,0.03888867284070644,0
1777645620000,0.005555524691529492,0.005555524691529492,0,0.03888867284070644,0
1777645680000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777645740000,0,0,0,0.016666574074588474,0
1777645800000,0,0,0,0.016666574074588474,0
1777645860000,0,0,0,0.010459860751160408,0
1777645920000,0,0,0,0.03313527705788236,0
1777645980000,0,undefined,undefined,0.026228055555555553,undefined
1777646040000,0,undefined,undefined,0.02777762345764746,undefined
1777646100000,0.005555524691529492,undefined,undefined,0.044444197532235934,undefined
1777646160000,0.005555524691529492,0,undefined,0.07222182098988339,0.008947291666666668
1777646220000,0.005555555555555555,0,undefined,0.07222222222222222,0.0065569791666666676
1777646280000,0,0,undefined,0.07222222222222222,0.01111111111111111
1777646340000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777646400000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777646460000,0,0,undefined,0.016666666666666663,0
1777646520000,0.01111111111111111,0.016666666666666663,undefined,0.04444444444444444,0.005555555555555555
1777646580000,0.011111049383058983,0.016666574074588474,undefined,0.07222182098988339,0.011111049383058983
1777646640000,0.011110987655692713,0.01666648148353907,undefined,0.07222141976200264,0.011110987655692713
1777646700000,0,0,undefined,0.04444395062277085,0.0055554938278463565
1777646760000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777646820000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777646880000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777646940000,0,0,undefined,0.016666574074588474,0
1777647000000,0,0,undefined,0.016666666666666663,0
1777647060000,0,0,undefined,0.016666666666666663,0
1777647120000,0,0,undefined,0.027777777777777776,0
1777647180000,0.005555524691529492,0.005555524691529492,undefined,0.03888867284070644,0
1777647240000,0.005555524691529492,0.005555524691529492,undefined,0.03888867284070644,0
1777647300000,0.005555524691529492,0.005555524691529492,undefined,0.05555524691529492,0.005555524691529492
1777647360000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777647420000,0,0,undefined,0.07222222222222222,0.01111111111111111
1777647480000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777647540000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777647600000,0,0,undefined,0.016666574074588474,0
1777647660000,0,0,undefined,0.016666574074588474,0
1777647720000,0,0,undefined,0.016666574074588474,0
1777647780000,0.005555555555555555,0.005555555555555555,undefined,0.027777777777777776,0
1777647840000,0.005555555555555555,0.005555555555555555,undefined,0.027777777777777776,0
1777647900000,0.005555555555555555,0.005555555555555555,undefined,0.027777777777777776,0
1777647960000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777648020000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777648080000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777648140000,0,0,undefined,0.016666574074588474,0
1777648200000,0,0,undefined,0.016666574074588474,0
1777648260000,0,0,undefined,0.016666666666666663,0
1777648320000,0,0,undefined,0.027777777777777776,0
1777648380000,0.0055554938278463565,0.0055554938278463565,undefined,0.05555493827846356,0.0055554938278463565
1777648440000,0.0055554938278463565,0.0055554938278463565,undefined,0.05555493827846356,0.0055554938278463565
1777648500000,0.0055554938278463565,0.0055554938278463565,undefined,0.04444395062277085,0.0055554938278463565
1777648560000,0,0,undefined,0.016666574074588474,0
1777648620000,0,0,undefined,0.016666574074588474,0
1777648680000,0,0,undefined,0.016666574074588474,0
1777648740000,0,0,undefined,0.016666666666666663,0
1777648800000,0,0,undefined,0.016666666666666663,0
1777648860000,0,0,undefined,0.016666666666666663,0
1777648920000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777648980000,0.005555555555555555,0.005555555555555555,undefined,0.05555555555555555,0.005555555555555555
1777649040000,0.005555524691529492,0.005555524691529492,undefined,0.05555524691529492,0.005555524691529492
1777649100000,0.005555524691529492,0.005555524691529492,undefined,0.02777762345764746,0
1777649160000,0,0,undefined,0.044443703716049186,0.005555462964506148
1777649220000,0,0,undefined,0.04444395062277086,0.005555493827846357
1777649280000,0,0,undefined,0.044443703716049186,0.005555462964506148
1777649340000,0,0,undefined,0.016666574074588474,0
1777649400000,0,0,undefined,0.01666648148353907,0
1777649460000,0,0,undefined,0.016666388893518444,0
1777649520000,0,0,undefined,0.027777314822530742,0
1777649580000,0.0055554938278463565,0.0055554938278463565,undefined,0.038888456794924496,0
1777649640000,0.005555524691529492,0.005555524691529492,undefined,0.03888867284070644,0
1777649700000,0.005555524691529492,0.005555524691529492,undefined,0.02777762345764746,0
1777649760000,0,0,undefined,0.016666574074588474,0
1777649820000,0,0,undefined,0.016666666666666663,0
1777649880000,0,0,undefined,0.016666666666666663,0
1777649940000,0,0,undefined,0.016666666666666663,0
1777650000000,0,0,undefined,0.016666666666666663,0
1777650060000,0,0,undefined,0.016666666666666663,0
1777650120000,0,0,undefined,0.027777777777777776,0
1777650180000,0,0,undefined,0.023774444444444442,0
1777650240000,0,0,undefined,0.03326465277777778,0
1777650300000,0,undefined,undefined,0.016666666666666666,0
1777650360000,0,undefined,undefined,0.016666666666666663,0
1777650420000,0,undefined,undefined,0.016666666666666663,0
1777650480000,0,undefined,undefined,0.016666666666666663,0
1777650540000,0,undefined,undefined,0.04444444444444444,0.005555555555555555
1777650600000,0,undefined,undefined,0.04444444444444444,0.005555555555555555
1777650660000,0,undefined,undefined,0.044444197532235934,0.005555524691529492
1777650720000,0,undefined,undefined,0.016666574074588474,0
1777650780000,0.005555462964506147,undefined,undefined,0.027777314822530735,0
1777650840000,0.0055554938278463565,0,undefined,0.05555493827846356,0.0055554938278463565
1777650900000,0.0055554938278463565,0,undefined,0.06666592593415628,0.0055554938278463565
1777650960000,0,0,undefined,0.05555555555555555,0.005555555555555555
1777651020000,0,0,undefined,0.05555524691529492,0.005555524691529492
1777651080000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777651140000,0,0,undefined,0.07222182098988339,0.011111049383058983
1777651200000,0,0,undefined,0.07222141976200264,0.011110987655692713
1777651260000,0,0,undefined,0.07222141976200264,0.011110987655692713
1777651320000,0,0,undefined,0.07222101853857991,0.011110925929012295
1777651380000,0.005555524691529492,0.005555524691529492,undefined,0.05555524691529492,0.005555524691529492
1777651440000,0.005555524691529492,0.005555524691529492,undefined,0.05555524691529492,0.005555524691529492
1777651500000,0.005555555555555555,0.005555555555555555,undefined,0.027777777777777776,0
1777651560000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777651620000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777651680000,0,0,undefined,0.07222182098988339,0.011111049383058983
1777651740000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777651800000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777651860000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777651920000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777651980000,0.005555555555555555,0.005555555555555555,undefined,0.05555555555555555,0.005555555555555555
1777652040000,0.005555555555555555,0.005555555555555555,undefined,0.05555555555555555,0.005555555555555555
1777652100000,0.005555462964506148,0.005555462964506148,undefined,0.055554629645061485,0.005555462964506148
1777652160000,0,0,undefined,0.07222101853857993,0.011110925929012297
1777652220000,0,0,undefined,0.044443703716049186,0.005555462964506148
1777652280000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777652340000,0,0,undefined,0.016666388893518444,0
