"Time","images_score_v2.lance / get_range","images_v6.lance / get_range","manual_image_appraisal_v1.lance / get_range","manual_skeet_appraisal_v1.lance / get_range","images_score_v2.lance / get","images_v6.lance / get","manual_image_appraisal_v1.lance / get","manual_skeet_appraisal_v1.lance / get","validate_v1.lance / get","images_score_v2.lance / head","images_score_v2.lance / list","images_v6.lance / list","manual_image_appraisal_v1.lance / list","manual_skeet_appraisal_v1.lance / list","validate_v1.lance / list","images_score_v2.lance / put"
1777395480000,0,1.333325925967078,undefined,undefined,7.999955555802468,335.99813334370367,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,6.6666296298353895
1777395540000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777395600000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777395660000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777395720000,0,2.666651851934156,undefined,undefined,6.6666296298353895,267.99851111938267,0,0,0,0,6.6666296298353895,6.6666296298353895,3.999977777901234,3.999977777901234,3.999977777901234,0
1777395780000,1.333325925967078,2.666651851934156,undefined,undefined,51.99971111271604,533.3303703868312,0,0,0,0,9.333281481769546,9.333281481769546,3.999977777901234,3.999977777901234,3.999977777901234,0
1777395840000,1.3333333333333333,2.6666666666666665,undefined,undefined,52,533.3333333333333,0,0,0,0,9.333333333333332,9.333333333333332,4,4,4,0
1777395900000,1.3333333333333333,0,undefined,undefined,45.33333333333333,265.3333333333333,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0
1777395960000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777396020000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777396080000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777396140000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777396200000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777396260000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777396320000,0,2.666651851934156,undefined,undefined,3.999977777901234,262.6652074155144,0,0,0,0,6.6666296298353895,6.6666296298353895,3.999977777901234,3.999977777901234,3.999977777901234,0
1777396380000,1.333325925967078,2.666651851934156,undefined,undefined,9.333281481769546,523.9970889050617,0,0,0,0,9.333281481769546,9.333281481769546,3.999977777901234,3.999977777901234,3.999977777901234,0
1777396440000,1.333325925967078,2.666651851934156,undefined,undefined,9.333281481769546,523.9970889050617,0,0,0,0,9.333281481769546,9.333281481769546,3.999977777901234,3.999977777901234,3.999977777901234,0
1777396500000,2.666651851934156,0,undefined,undefined,5.333303703868312,261.3318814895473,0,0,0,0,6.6666296298353895,6.6666296298353895,3.999977777901234,3.999977777901234,3.999977777901234,0
1777396560000,1.333325925967078,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777396620000,1.3333333333333333,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777396680000,0,1.3333333333333333,undefined,undefined,52,293.3333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777396740000,0,1.3333333333333333,undefined,undefined,52,293.3333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777396800000,16085.333333333332,2.6666666666666665,undefined,undefined,16058.666666666666,602.6666666666666,0,0,0,0,25.333333333333332,16,5.333333333333333,5.333333333333333,5.333333333333333,9.333333333333332
1777396860000,23386.666666666664,1.3333333333333333,undefined,undefined,23392,309.3333333333333,0,0,0,213.33333333333331,26.666666666666664,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
