"Time","images_score_v2.lance / get_range","images_v6.lance / get_range","manual_image_appraisal_v1.lance / get_range","manual_skeet_appraisal_v1.lance / get_range","images_score_v2.lance / get","images_v6.lance / get","manual_image_appraisal_v1.lance / get","manual_skeet_appraisal_v1.lance / get","validate_v1.lance / get","images_score_v2.lance / head","images_score_v2.lance / list","images_v6.lance / list","manual_image_appraisal_v1.lance / list","manual_skeet_appraisal_v1.lance / list","validate_v1.lance / list","images_score_v2.lance / put"
1777403220000,0,1.333325925967078,0,0,51.99971111271604,35.999800001111105,0,0,0,undefined,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,6.6666296298353895
1777403280000,0,0,0,0,0,0,0,0,0,undefined,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777403340000,0,1.333325925967078,0,0,6.6666296298353895,47.999733334814806,0,0,0,undefined,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,6.6666296298353895
1777403400000,0,1.3333333333333333,0,0,6.666666666666666,48,0,0,0,undefined,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777403460000,0,1.3333333333333333,0,0,6.666666666666666,48,0,0,0,undefined,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777403520000,2.6666666666666665,2.6666666666666665,0,0,16,44,0,0,0,undefined,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777403580000,2.6666666666666665,2.6666666666666665,0,0,62.666666666666664,48,0,0,0,undefined,18.666666666666664,13.333333333333332,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777403640000,2.6666666666666665,2.6666666666666665,0,0,62.666666666666664,48,0,0,0,undefined,18.666666666666664,13.333333333333332,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777403700000,0,0,0,0,46.666666666666664,4,0,0,0,undefined,6.666666666666666,6.666666666666666,4,4,4,0
1777403760000,0,0,0,0,0,0,0,0,0,undefined,4,4,4,4,4,0
1777403820000,0,0,0,0,0,0,0,0,0,undefined,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777403880000,15116.299587224517,1.333325925967078,0,0,15626.60767440181,53.333037038683116,0,0,0,undefined,13.333259259670779,9.333281481769546,3.999977777901234,3.999977777901234,3.999977777901234,2.666651851934156
1777403940000,19700.387736734796,1.333325925967078,0,0,20233.772029044285,53.333037038683116,0,0,0,undefined,26.666518519341558,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,6.6666296298353895
1777404000000,19700.402311111113,1.3333333333333333,0,0,20233.786611111114,53.33333333333333,0,0,0,0,26.666666666666664,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777404060000,5297.333333333333,0,0,0,5324,0,0,0,0,0,17.333333333333332,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,4
1777404120000,1.3333333333333333,1.3333333333333333,0,0,8,12,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0
1777404180000,2.6666666666666665,1.3333333333333333,0,0,8,12,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0
1777404240000,2.6666666666666665,1.3333333333333333,0,0,8,12,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0
1777404300000,1.333325925967078,1.333325925967078,0,0,53.333037038683116,35.999800001111105,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,6.6666296298353895
1777404360000,0,2.666651851934156,0,0,65.33297037238682,89.33283703979423,0,0,0,0,27.99984444530864,17.333237037572015,6.6666296298353895,6.6666296298353895,6.6666296298353895,13.333259259670779
1777404420000,0,2.666637037366251,0,0,65.33260741547315,89.33234075176941,0,0,0,0,27.999688892345638,17.333140742880634,6.666592593415627,6.666592593415627,6.666592593415627,13.333185186831255
1777404480000,0,1.333325925967078,0,0,11.999933333703702,53.333037038683116,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,6.6666296298353895
1777404540000,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
